wilayah,date_wib,ispu_total,ispu_kategori,ispu_pm10,ispu_so2,ispu_co,ispu_o3,ispu_no2,tt_air_avg,rh_avg,rr,ws_avg,provisional
Pulau Panggang,2026-08-21,56.361874290134594,Sedang,48.62816381454468,24.920173562490024,5.045456075668335,56.361874290134594,8.101302310824394,27.753145217895508,70.448974609375,0.3997325003147125,6.334578037261963,True
Pulau Pari,2026-08-21,56.361874290134594,Sedang,48.62816381454468,24.920173562490024,5.045456075668335,56.361874290134594,8.101302310824394,27.753145217895508,70.448974609375,0.3997325003147125,6.334578037261963,True
Pulau Tidung,2026-08-21,62.43648943693741,Sedang,51.73649191856384,34.964376458754906,4.827390623092652,62.43648943693741,8.412099219858646,28.11965751647949,69.79541778564453,0.3293002843856811,5.574712753295898,True
Pulau Untung Jawa,2026-08-21,56.361874290134594,Sedang,48.62816381454468,24.920173562490024,5.045456075668335,56.361874290134594,8.101302310824394,27.753145217895508,70.448974609375,0.3997325003147125,6.334578037261963,True
Pulo,2026-08-21,75.03844451904297,Sedang,75.03844451904297,42.627486815819374,8.287815475463868,65.43518729831861,13.350632190704346,28.772424697875977,63.01731872558594,0.6261444687843323,2.783325672149658,True
Pulo Gadung,2026-08-21,56.361874290134594,Sedang,48.62816381454468,24.920173562490024,5.045456075668335,56.361874290134594,8.101302310824394,27.753145217895508,70.448974609375,0.3997325003147125,6.334578037261963,True
Pulo Gebang,2026-08-21,75.03844451904297,Sedang,75.03844451904297,42.627486815819374,8.287815475463868,65.43518729831861,13.350632190704346,28.772424697875977,63.01731872558594,0.6261444687843323,2.783325672149658,True
Ragunan,2026-08-21,75.03844451904297,Sedang,75.03844451904297,42.627486815819374,8.287815475463868,65.43518729831861,13.350632190704346,28.772424697875977,63.01731872558594,0.6261444687843323,2.783325672149658,True
Rambutan,2026-08-21,75.03844451904297,Sedang,75.03844451904297,42.627486815819374,8.287815475463868,65.43518729831861,13.350632190704346,28.772424697875977,63.01731872558594,0.6261444687843323,2.783325672149658,True
Rawa Badak Selatan,2026-08-21,56.361874290134594,Sedang,48.62816381454468,24.920173562490024,5.045456075668335,56.361874290134594,8.101302310824394,27.753145217895508,70.448974609375,0.3997325003147125,6.334578037261963,True
Rawa Badak Utara,2026-08-21,56.361874290134594,Sedang,48.62816381454468,24.920173562490024,5.045456075668335,56.361874290134594,8.101302310824394,27.753145217895508,70.448974609375,0.3997325003147125,6.334578037261963,True
Rawa Barat,2026-08-21,75.03844451904297,Sedang,75.03844451904297,42.627486815819374,8.287815475463868,65.43518729831861,13.350632190704346,28.772424697875977,63.01731872558594,0.6261444687843323,2.783325672149658,True
Rawa Buaya,2026-08-21,56.361874290134594,Sedang,48.62816381454468,24.920173562490024,5.045456075668335,56.361874290134594,8.101302310824394,27.753145217895508,70.448974609375,0.3997325003147125,6.334578037261963,True
Rawa Bunga,2026-08-21,75.03844451904297,Sedang,75.03844451904297,42.627486815819374,8.287815475463868,65.43518729831861,13.350632190704346,28.772424697875977,63.01731872558594,0.6261444687843323,2.783325672149658,True
Rawa Terate,2026-08-21,56.361874290134594,Sedang,48.62816381454468,24.920173562490024,5.045456075668335,56.361874290134594,8.101302310824394,27.753145217895508,70.448974609375,0.3997325003147125,6.334578037261963,True
Rawajati,2026-08-21,75.03844451904297,Sedang,75.03844451904297,42.627486815819374,8.287815475463868,65.43518729831861,13.350632190704346,28.772424697875977,63.01731872558594,0.6261444687843323,2.783325672149658,True
Rawamangun,2026-08-21,56.361874290134594,Sedang,48.62816381454468,24.920173562490024,5.045456075668335,56.361874290134594,8.101302310824394,27.753145217895508,70.448974609375,0.3997325003147125,6.334578037261963,True
Rawasari,2026-08-21,56.361874290134594,Sedang,48.62816381454468,24.920173562490024,5.045456075668335,56.361874290134594,8.101302310824394,27.753145217895508,70.448974609375,0.3997325003147125,6.334578037261963,True
Roa Malaka,2026-08-21,56.361874290134594,Sedang,48.62816381454468,24.920173562490024,5.045456075668335,56.361874290134594,8.101302310824394,27.753145217895508,70.448974609375,0.3997325003147125,6.334578037261963,True
Rorotan,2026-08-21,56.361874290134594,Sedang,48.62816381454468,24.920173562490024,5.045456075668335,56.361874290134594,8.101302310824394,27.753145217895508,70.448974609375,0.3997325003147125,6.334578037261963,True
Sangiang Jaya,2026-08-21,62.43648943693741,Sedang,51.73649191856384,34.964376458754906,4.827390623092652,62.43648943693741,8.412099219858646,28.11965751647949,69.79541778564453,0.3293002843856811,5.574712753295898,True
Selapajang Jaya,2026-08-21,56.361874290134594,Sedang,48.62816381454468,24.920173562490024,5.045456075668335,56.361874290134594,8.101302310824394,27.753145217895508,70.448974609375,0.3997325003147125,6.334578037261963,True
Selong,2026-08-21,75.03844451904297,Sedang,75.03844451904297,42.627486815819374,8.287815475463868,65.43518729831861,13.350632190704346,28.772424697875977,63.01731872558594,0.6261444687843323,2.783325672149658,True
Semanan,2026-08-21,56.361874290134594,Sedang,48.62816381454468,24.920173562490024,5.045456075668335,56.361874290134594,8.101302310824394,27.753145217895508,70.448974609375,0.3997325003147125,6.334578037261963,True
Semper Barat,2026-08-21,56.361874290134594,Sedang,48.62816381454468,24.920173562490024,5.045456075668335,56.361874290134594,8.101302310824394,27.753145217895508,70.448974609375,0.3997325003147125,6.334578037261963,True
Semper Timur,2026-08-21,56.361874290134594,Sedang,48.62816381454468,24.920173562490024,5.045456075668335,56.361874290134594,8.101302310824394,27.753145217895508,70.448974609375,0.3997325003147125,6.334578037261963,True
Senayan,2026-08-21,75.03844451904297,Sedang,75.03844451904297,42.627486815819374,8.287815475463868,65.43518729831861,13.350632190704346,28.772424697875977,63.01731872558594,0.6261444687843323,2.783325672149658,True
Senen,2026-08-21,56.361874290134594,Sedang,48.62816381454468,24.920173562490024,5.045456075668335,56.361874290134594,8.101302310824394,27.753145217895508,70.448974609375,0.3997325003147125,6.334578037261963,True
Serdang,2026-08-21,56.361874290134594,Sedang,48.62816381454468,24.920173562490024,5.045456075668335,56.361874290134594,8.101302310824394,27.753145217895508,70.448974609375,0.3997325003147125,6.334578037261963,True
Setiabudi,2026-08-21,75.03844451904297,Sedang,75.03844451904297,42.627486815819374,8.287815475463868,65.43518729831861,13.350632190704346,28.772424697875977,63.01731872558594,0.6261444687843323,2.783325672149658,True
Setu,2026-08-21,75.03844451904297,Sedang,75.03844451904297,42.627486815819374,8.287815475463868,65.43518729831861,13.350632190704346,28.772424697875977,63.01731872558594,0.6261444687843323,2.783325672149658,True
Slipi,2026-08-21,56.361874290134594,Sedang,48.62816381454468,24.920173562490024,5.045456075668335,56.361874290134594,8.101302310824394,27.753145217895508,70.448974609375,0.3997325003147125,6.334578037261963,True
Srengseng,2026-08-21,75.03844451904297,Sedang,75.03844451904297,42.627486815819374,8.287815475463868,65.43518729831861,13.350632190704346,28.772424697875977,63.01731872558594,0.6261444687843323,2.783325672149658,True
Srengseng Sawah,2026-08-21,75.03844451904297,Sedang,75.03844451904297,42.627486815819374,8.287815475463868,65.43518729831861,13.350632190704346,28.772424697875977,63.01731872558594,0.6261444687843323,2.783325672149658,True
Sudimara Barat,2026-08-21,75.03844451904297,Sedang,75.03844451904297,42.627486815819374,8.287815475463868,65.43518729831861,13.350632190704346,28.772424697875977,63.01731872558594,0.6261444687843323,2.783325672149658,True
Sudimara Jaya,2026-08-21,75.03844451904297,Sedang,75.03844451904297,42.627486815819374,8.287815475463868,65.43518729831861,13.350632190704346,28.772424697875977,63.01731872558594,0.6261444687843323,2.783325672149658,True
Sudimara Pinang,2026-08-21,75.03844451904297,Sedang,75.03844451904297,42.627486815819374,8.287815475463868,65.43518729831861,13.350632190704346,28.772424697875977,63.01731872558594,0.6261444687843323,2.783325672149658,True
Sudimara Selatan,2026-08-21,75.03844451904297,Sedang,75.03844451904297,42.627486815819374,8.287815475463868,65.43518729831861,13.350632190704346,28.772424697875977,63.01731872558594,0.6261444687843323,2.783325672149658,True
Sudimara Timur,2026-08-21,75.03844451904297,Sedang,75.03844451904297,42.627486815819374,8.287815475463868,65.43518729831861,13.350632190704346,28.772424697875977,63.01731872558594,0.6261444687843323,2.783325672149658,True
Sukaasih,2026-08-21,56.361874290134594,Sedang,48.62816381454468,24.920173562490024,5.045456075668335,56.361874290134594,8.101302310824394,27.753145217895508,70.448974609375,0.3997325003147125,6.334578037261963,True
Sukabumi Selatan,2026-08-21,75.03844451904297,Sedang,75.03844451904297,42.627486815819374,8.287815475463868,65.43518729831861,13.350632190704346,28.772424697875977,63.01731872558594,0.6261444687843323,2.783325672149658,True
Sukabumi Utara,2026-08-21,75.03844451904297,Sedang,75.03844451904297,42.627486815819374,8.287815475463868,65.43518729831861,13.350632190704346,28.772424697875977,63.01731872558594,0.6261444687843323,2.783325672149658,True
Sukajadi,2026-08-21,56.361874290134594,Sedang,48.62816381454468,24.920173562490024,5.045456075668335,56.361874290134594,8.101302310824394,27.753145217895508,70.448974609375,0.3997325003147125,6.334578037261963,True
Sukapura,2026-08-21,56.361874290134594,Sedang,48.62816381454468,24.920173562490024,5.045456075668335,56.361874290134594,8.101302310824394,27.753145217895508,70.448974609375,0.3997325003147125,6.334578037261963,True
Sukarasa,2026-08-21,56.361874290134594,Sedang,48.62816381454468,24.920173562490024,5.045456075668335,56.361874290134594,8.101302310824394,27.753145217895508,70.448974609375,0.3997325003147125,6.334578037261963,True
Sukasari,2026-08-21,56.361874290134594,Sedang,48.62816381454468,24.920173562490024,5.045456075668335,56.361874290134594,8.101302310824394,27.753145217895508,70.448974609375,0.3997325003147125,6.334578037261963,True
Sumur Batu,2026-08-21,56.361874290134594,Sedang,48.62816381454468,24.920173562490024,5.045456075668335,56.361874290134594,8.101302310824394,27.753145217895508,70.448974609375,0.3997325003147125,6.334578037261963,True
Sumur Pacing,2026-08-21,56.361874290134594,Sedang,48.62816381454468,24.920173562490024,5.045456075668335,56.361874290134594,8.101302310824394,27.753145217895508,70.448974609375,0.3997325003147125,6.334578037261963,True
Sungai Bambu,2026-08-21,56.361874290134594,Sedang,48.62816381454468,24.920173562490024,5.045456075668335,56.361874290134594,8.101302310824394,27.753145217895508,70.448974609375,0.3997325003147125,6.334578037261963,True
Sunter Agung,2026-08-21,56.361874290134594,Sedang,48.62816381454468,24.920173562490024,5.045456075668335,56.361874290134594,8.101302310824394,27.753145217895508,70.448974609375,0.3997325003147125,6.334578037261963,True
Sunter Jaya,2026-08-21,56.361874290134594,Sedang,48.62816381454468,24.920173562490024,5.045456075668335,56.361874290134594,8.101302310824394,27.753145217895508,70.448974609375,0.3997325003147125,6.334578037261963,True
Susukan,2026-08-21,75.03844451904297,Sedang,75.03844451904297,42.627486815819374,8.287815475463868,65.43518729831861,13.350632190704346,28.772424697875977,63.01731872558594,0.6261444687843323,2.783325672149658,True
Tajur,2026-08-21,75.03844451904297,Sedang,75.03844451904297,42.627486815819374,8.287815475463868,65.43518729831861,13.350632190704346,28.772424697875977,63.01731872558594,0.6261444687843323,2.783325672149658,True
Taman Mini Indonesia Indah (TMII),2026-08-21,75.03844451904297,Sedang,75.03844451904297,42.627486815819374,8.287815475463868,65.43518729831861,13.350632190704346,28.772424697875977,63.01731872558594,0.6261444687843323,2.783325672149658,True
Taman Sari,2026-08-21,56.361874290134594,Sedang,48.62816381454468,24.920173562490024,5.045456075668335,56.361874290134594,8.101302310824394,27.753145217895508,70.448974609375,0.3997325003147125,6.334578037261963,True
Tambora,2026-08-21,56.361874290134594,Sedang,48.62816381454468,24.920173562490024,5.045456075668335,56.361874290134594,8.101302310824394,27.753145217895508,70.448974609375,0.3997325003147125,6.334578037261963,True
Tanah Sereal,2026-08-21,56.361874290134594,Sedang,48.62816381454468,24.920173562490024,5.045456075668335,56.361874290134594,8.101302310824394,27.753145217895508,70.448974609375,0.3997325003147125,6.334578037261963,True
Tanah Tinggi Jakarta,2026-08-21,56.361874290134594,Sedang,48.62816381454468,24.920173562490024,5.045456075668335,56.361874290134594,8.101302310824394,27.753145217895508,70.448974609375,0.3997325003147125,6.334578037261963,True
Tanah Tinggi Tangerang,2026-08-21,56.361874290134594,Sedang,48.62816381454468,24.920173562490024,5.045456075668335,56.361874290134594,8.101302310824394,27.753145217895508,70.448974609375,0.3997325003147125,6.334578037261963,True
Tangki,2026-08-21,56.361874290134594,Sedang,48.62816381454468,24.920173562490024,5.045456075668335,56.361874290134594,8.101302310824394,27.753145217895508,70.448974609375,0.3997325003147125,6.334578037261963,True
Tanjung Barat,2026-08-21,75.03844451904297,Sedang,75.03844451904297,42.627486815819374,8.287815475463868,65.43518729831861,13.350632190704346,28.772424697875977,63.01731872558594,0.6261444687843323,2.783325672149658,True
Tanjung Duren Selatan,2026-08-21,56.361874290134594,Sedang,48.62816381454468,24.920173562490024,5.045456075668335,56.361874290134594,8.101302310824394,27.753145217895508,70.448974609375,0.3997325003147125,6.334578037261963,True
Tanjung Duren Utara,2026-08-21,56.361874290134594,Sedang,48.62816381454468,24.920173562490024,5.045456075668335,56.361874290134594,8.101302310824394,27.753145217895508,70.448974609375,0.3997325003147125,6.334578037261963,True
Tanjung Priok,2026-08-21,56.361874290134594,Sedang,48.62816381454468,24.920173562490024,5.045456075668335,56.361874290134594,8.101302310824394,27.753145217895508,70.448974609375,0.3997325003147125,6.334578037261963,True
Tebet Barat,2026-08-21,75.03844451904297,Sedang,75.03844451904297,42.627486815819374,8.287815475463868,65.43518729831861,13.350632190704346,28.772424697875977,63.01731872558594,0.6261444687843323,2.783325672149658,True
Tebet Timur,2026-08-21,75.03844451904297,Sedang,75.03844451904297,42.627486815819374,8.287815475463868,65.43518729831861,13.350632190704346,28.772424697875977,63.01731872558594,0.6261444687843323,2.783325672149658,True
Tegal Alur,2026-08-21,56.361874290134594,Sedang,48.62816381454468,24.920173562490024,5.045456075668335,56.361874290134594,8.101302310824394,27.753145217895508,70.448974609375,0.3997325003147125,6.334578037261963,True
Tegal Parang,2026-08-21,75.03844451904297,Sedang,75.03844451904297,42.627486815819374,8.287815475463868,65.43518729831861,13.350632190704346,28.772424697875977,63.01731872558594,0.6261444687843323,2.783325672149658,True
Tomang,2026-08-21,56.361874290134594,Sedang,48.62816381454468,24.920173562490024,5.045456075668335,56.361874290134594,8.101302310824394,27.753145217895508,70.448974609375,0.3997325003147125,6.334578037261963,True
Tugu Selatan,2026-08-21,56.361874290134594,Sedang,48.62816381454468,24.920173562490024,5.045456075668335,56.361874290134594,8.101302310824394,27.753145217895508,70.448974609375,0.3997325003147125,6.334578037261963,True
Tugu Utara,2026-08-21,56.361874290134594,Sedang,48.62816381454468,24.920173562490024,5.045456075668335,56.361874290134594,8.101302310824394,27.753145217895508,70.448974609375,0.3997325003147125,6.334578037261963,True
Ujung Menteng,2026-08-21,56.361874290134594,Sedang,48.62816381454468,24.920173562490024,5.045456075668335,56.361874290134594,8.101302310824394,27.753145217895508,70.448974609375,0.3997325003147125,6.334578037261963,True
Ulujami,2026-08-21,75.03844451904297,Sedang,75.03844451904297,42.627486815819374,8.287815475463868,65.43518729831861,13.350632190704346,28.772424697875977,63.01731872558594,0.6261444687843323,2.783325672149658,True
Utan Kayu Selatan,2026-08-21,75.03844451904297,Sedang,75.03844451904297,42.627486815819374,8.287815475463868,65.43518729831861,13.350632190704346,28.772424697875977,63.01731872558594,0.6261444687843323,2.783325672149658,True
Utan Kayu Utara,2026-08-21,56.361874290134594,Sedang,48.62816381454468,24.920173562490024,5.045456075668335,56.361874290134594,8.101302310824394,27.753145217895508,70.448974609375,0.3997325003147125,6.334578037261963,True
Utan Panjang,2026-08-21,56.361874290134594,Sedang,48.62816381454468,24.920173562490024,5.045456075668335,56.361874290134594,8.101302310824394,27.753145217895508,70.448974609375,0.3997325003147125,6.334578037261963,True
Uwung Jaya,2026-08-21,62.43648943693741,Sedang,51.73649191856384,34.964376458754906,4.827390623092652,62.43648943693741,8.412099219858646,28.11965751647949,69.79541778564453,0.3293002843856811,5.574712753295898,True
Warakas,2026-08-21,56.361874290134594,Sedang,48.62816381454468,24.920173562490024,5.045456075668335,56.361874290134594,8.101302310824394,27.753145217895508,70.448974609375,0.3997325003147125,6.334578037261963,True
Wijaya Kusuma,2026-08-21,56.361874290134594,Sedang,48.62816381454468,24.920173562490024,5.045456075668335,56.361874290134594,8.101302310824394,27.753145217895508,70.448974609375,0.3997325003147125,6.334578037261963,True
Alam Jaya,2026-08-22,67.9939137334409,Sedang,45.65626049041748,44.26310658454895,5.393041276931763,67.9939137334409,10.273760855197906,28.16837310791016,70.22069549560547,0.1854187101125717,3.4347028732299805,True
Ancol,2026-08-22,69.68286431354025,Sedang,44.782912254333496,28.6590188741684,6.517445945739746,69.68286431354025,10.12826107442379,28.21419334411621,68.49891662597656,0.0139883048832416,4.552775859832764,True
Angke,2026-08-22,69.68286431354025,Sedang,44.782912254333496,28.6590188741684,6.517445945739746,69.68286431354025,10.12826107442379,28.21419334411621,68.49891662597656,0.0139883048832416,4.552775859832764,True
Babakan,2026-08-22,69.68286431354025,Sedang,44.782912254333496,28.6590188741684,6.517445945739746,69.68286431354025,10.12826107442379,28.21419334411621,68.49891662597656,0.0139883048832416,4.552775859832764,True
Bale Kambang,2026-08-22,77.8362398562224,Sedang,50.67461371421814,36.15883199068216,7.608902454376221,77.8362398562224,11.738361343741415,29.662776947021484,58.02468490600586,0.0704879164695739,1.8203377723693848,True
Bali Mester,2026-08-22,77.8362398562224,Sedang,50.67461371421814,36.15883199068216,7.608902454376221,77.8362398562224,11.738361343741415,29.662776947021484,58.02468490600586,0.0704879164695739,1.8203377723693848,True
Bambu Apus,2026-08-22,77.8362398562224,Sedang,50.67461371421814,36.15883199068216,7.608902454376221,77.8362398562224,11.738361343741415,29.662776947021484,58.02468490600586,0.0704879164695739,1.8203377723693848,True
Bangka,2026-08-22,77.8362398562224,Sedang,50.67461371421814,36.15883199068216,7.608902454376221,77.8362398562224,11.738361343741415,29.662776947021484,58.02468490600586,0.0704879164695739,1.8203377723693848,True
Baru,2026-08-22,77.8362398562224,Sedang,50.67461371421814,36.15883199068216,7.608902454376221,77.8362398562224,11.738361343741415,29.662776947021484,58.02468490600586,0.0704879164695739,1.8203377723693848,True
Batu Ampar,2026-08-22,77.8362398562224,Sedang,50.67461371421814,36.15883199068216,7.608902454376221,77.8362398562224,11.738361343741415,29.662776947021484,58.02468490600586,0.0704879164695739,1.8203377723693848,True
Batuceper,2026-08-22,69.68286431354025,Sedang,44.782912254333496,28.6590188741684,6.517445945739746,69.68286431354025,10.12826107442379,28.21419334411621,68.49891662597656,0.0139883048832416,4.552775859832764,True
Batujaya,2026-08-22,69.68286431354025,Sedang,44.782912254333496,28.6590188741684,6.517445945739746,69.68286431354025,10.12826107442379,28.21419334411621,68.49891662597656,0.0139883048832416,4.552775859832764,True
Batusari,2026-08-22,69.68286431354025,Sedang,44.782912254333496,28.6590188741684,6.517445945739746,69.68286431354025,10.12826107442379,28.21419334411621,68.49891662597656,0.0139883048832416,4.552775859832764,True
Belendung,2026-08-22,69.68286431354025,Sedang,44.782912254333496,28.6590188741684,6.517445945739746,69.68286431354025,10.12826107442379,28.21419334411621,68.49891662597656,0.0139883048832416,4.552775859832764,True
Benda,2026-08-22,69.68286431354025,Sedang,44.782912254333496,28.6590188741684,6.517445945739746,69.68286431354025,10.12826107442379,28.21419334411621,68.49891662597656,0.0139883048832416,4.552775859832764,True
Bendungan Hilir,2026-08-22,77.8362398562224,Sedang,50.67461371421814,36.15883199068216,7.608902454376221,77.8362398562224,11.738361343741415,29.662776947021484,58.02468490600586,0.0704879164695739,1.8203377723693848,True
Bidara Cina,2026-08-22,77.8362398562224,Sedang,50.67461371421814,36.15883199068216,7.608902454376221,77.8362398562224,11.738361343741415,29.662776947021484,58.02468490600586,0.0704879164695739,1.8203377723693848,True
Bintaro,2026-08-22,77.8362398562224,Sedang,50.67461371421814,36.15883199068216,7.608902454376221,77.8362398562224,11.738361343741415,29.662776947021484,58.02468490600586,0.0704879164695739,1.8203377723693848,True
Bojong Jaya,2026-08-22,77.8362398562224,Sedang,50.67461371421814,36.15883199068216,7.608902454376221,77.8362398562224,11.738361343741415,29.662776947021484,58.02468490600586,0.0704879164695739,1.8203377723693848,True
Buaran Indah,2026-08-22,69.68286431354025,Sedang,44.782912254333496,28.6590188741684,6.517445945739746,69.68286431354025,10.12826107442379,28.21419334411621,68.49891662597656,0.0139883048832416,4.552775859832764,True
Bugel,2026-08-22,69.68286431354025,Sedang,44.782912254333496,28.6590188741684,6.517445945739746,69.68286431354025,10.12826107442379,28.21419334411621,68.49891662597656,0.0139883048832416,4.552775859832764,True
Bukit Duri,2026-08-22,77.8362398562224,Sedang,50.67461371421814,36.15883199068216,7.608902454376221,77.8362398562224,11.738361343741415,29.662776947021484,58.02468490600586,0.0704879164695739,1.8203377723693848,True
Bungur,2026-08-22,69.68286431354025,Sedang,44.782912254333496,28.6590188741684,6.517445945739746,69.68286431354025,10.12826107442379,28.21419334411621,68.49891662597656,0.0139883048832416,4.552775859832764,True
Cakung Barat,2026-08-22,69.68286431354025,Sedang,44.782912254333496,28.6590188741684,6.517445945739746,69.68286431354025,10.12826107442379,28.21419334411621,68.49891662597656,0.0139883048832416,4.552775859832764,True
Cakung Timur,2026-08-22,69.68286431354025,Sedang,44.782912254333496,28.6590188741684,6.517445945739746,69.68286431354025,10.12826107442379,28.21419334411621,68.49891662597656,0.0139883048832416,4.552775859832764,True
Cawang,2026-08-22,77.8362398562224,Sedang,50.67461371421814,36.15883199068216,7.608902454376221,77.8362398562224,11.738361343741415,29.662776947021484,58.02468490600586,0.0704879164695739,1.8203377723693848,True
Ceger,2026-08-22,77.8362398562224,Sedang,50.67461371421814,36.15883199068216,7.608902454376221,77.8362398562224,11.738361343741415,29.662776947021484,58.02468490600586,0.0704879164695739,1.8203377723693848,True
Cempaka Baru,2026-08-22,69.68286431354025,Sedang,44.782912254333496,28.6590188741684,6.517445945739746,69.68286431354025,10.12826107442379,28.21419334411621,68.49891662597656,0.0139883048832416,4.552775859832764,True
Cempaka Putih Barat,2026-08-22,69.68286431354025,Sedang,44.782912254333496,28.6590188741684,6.517445945739746,69.68286431354025,10.12826107442379,28.21419334411621,68.49891662597656,0.0139883048832416,4.552775859832764,True
Cempaka Putih Timur,2026-08-22,69.68286431354025,Sedang,44.782912254333496,28.6590188741684,6.517445945739746,69.68286431354025,10.12826107442379,28.21419334411621,68.49891662597656,0.0139883048832416,4.552775859832764,True
Cengkareng Barat,2026-08-22,69.68286431354025,Sedang,44.782912254333496,28.6590188741684,6.517445945739746,69.68286431354025,10.12826107442379,28.21419334411621,68.49891662597656,0.0139883048832416,4.552775859832764,True
Cengkareng Timur,2026-08-22,69.68286431354025,Sedang,44.782912254333496,28.6590188741684,6.517445945739746,69.68286431354025,10.12826107442379,28.21419334411621,68.49891662597656,0.0139883048832416,4.552775859832764,True
Cibodas,2026-08-22,69.68286431354025,Sedang,44.782912254333496,28.6590188741684,6.517445945739746,69.68286431354025,10.12826107442379,28.21419334411621,68.49891662597656,0.0139883048832416,4.552775859832764,True
Cibodas Baru,2026-08-22,77.8362398562224,Sedang,50.67461371421814,36.15883199068216,7.608902454376221,77.8362398562224,11.738361343741415,29.662776947021484,58.02468490600586,0.0704879164695739,1.8203377723693848,True
Cibodasari,2026-08-22,77.8362398562224,Sedang,50.67461371421814,36.15883199068216,7.608902454376221,77.8362398562224,11.738361343741415,29.662776947021484,58.02468490600586,0.0704879164695739,1.8203377723693848,True
Cibubur,2026-08-22,77.8362398562224,Sedang,50.67461371421814,36.15883199068216,7.608902454376221,77.8362398562224,11.738361343741415,29.662776947021484,58.02468490600586,0.0704879164695739,1.8203377723693848,True
Cideng,2026-08-22,69.68286431354025,Sedang,44.782912254333496,28.6590188741684,6.517445945739746,69.68286431354025,10.12826107442379,28.21419334411621,68.49891662597656,0.0139883048832416,4.552775859832764,True
Ciganjur,2026-08-22,77.8362398562224,Sedang,50.67461371421814,36.15883199068216,7.608902454376221,77.8362398562224,11.738361343741415,29.662776947021484,58.02468490600586,0.0704879164695739,1.8203377723693848,True
Cijantung,2026-08-22,77.8362398562224,Sedang,50.67461371421814,36.15883199068216,7.608902454376221,77.8362398562224,11.738361343741415,29.662776947021484,58.02468490600586,0.0704879164695739,1.8203377723693848,True
Cikini,2026-08-22,69.68286431354025,Sedang,44.782912254333496,28.6590188741684,6.517445945739746,69.68286431354025,10.12826107442379,28.21419334411621,68.49891662597656,0.0139883048832416,4.552775859832764,True
Cikoko,2026-08-22,77.8362398562224,Sedang,50.67461371421814,36.15883199068216,7.608902454376221,77.8362398562224,11.738361343741415,29.662776947021484,58.02468490600586,0.0704879164695739,1.8203377723693848,True
Cikokol,2026-08-22,77.8362398562224,Sedang,50.67461371421814,36.15883199068216,7.608902454376221,77.8362398562224,11.738361343741415,29.662776947021484,58.02468490600586,0.0704879164695739,1.8203377723693848,True
Cilandak Barat,2026-08-22,77.8362398562224,Sedang,50.67461371421814,36.15883199068216,7.608902454376221,77.8362398562224,11.738361343741415,29.662776947021484,58.02468490600586,0.0704879164695739,1.8203377723693848,True
Cilandak Timur,2026-08-22,77.8362398562224,Sedang,50.67461371421814,36.15883199068216,7.608902454376221,77.8362398562224,11.738361343741415,29.662776947021484,58.02468490600586,0.0704879164695739,1.8203377723693848,True
Cilangkap,2026-08-22,77.8362398562224,Sedang,50.67461371421814,36.15883199068216,7.608902454376221,77.8362398562224,11.738361343741415,29.662776947021484,58.02468490600586,0.0704879164695739,1.8203377723693848,True
Cililitan,2026-08-22,77.8362398562224,Sedang,50.67461371421814,36.15883199068216,7.608902454376221,77.8362398562224,11.738361343741415,29.662776947021484,58.02468490600586,0.0704879164695739,1.8203377723693848,True
Cilincing,2026-08-22,69.68286431354025,Sedang,44.782912254333496,28.6590188741684,6.517445945739746,69.68286431354025,10.12826107442379,28.21419334411621,68.49891662597656,0.0139883048832416,4.552775859832764,True
Cimone,2026-08-22,69.68286431354025,Sedang,44.782912254333496,28.6590188741684,6.517445945739746,69.68286431354025,10.12826107442379,28.21419334411621,68.49891662597656,0.0139883048832416,4.552775859832764,True
Cimone Jaya,2026-08-22,69.68286431354025,Sedang,44.782912254333496,28.6590188741684,6.517445945739746,69.68286431354025,10.12826107442379,28.21419334411621,68.49891662597656,0.0139883048832416,4.552775859832764,True
Cipadu,2026-08-22,77.8362398562224,Sedang,50.67461371421814,36.15883199068216,7.608902454376221,77.8362398562224,11.738361343741415,29.662776947021484,58.02468490600586,0.0704879164695739,1.8203377723693848,True
Cipadu Jaya,2026-08-22,77.8362398562224,Sedang,50.67461371421814,36.15883199068216,7.608902454376221,77.8362398562224,11.738361343741415,29.662776947021484,58.02468490600586,0.0704879164695739,1.8203377723693848,True
Cipayung,2026-08-22,77.8362398562224,Sedang,50.67461371421814,36.15883199068216,7.608902454376221,77.8362398562224,11.738361343741415,29.662776947021484,58.02468490600586,0.0704879164695739,1.8203377723693848,True
Cipedak,2026-08-22,77.8362398562224,Sedang,50.67461371421814,36.15883199068216,7.608902454376221,77.8362398562224,11.738361343741415,29.662776947021484,58.02468490600586,0.0704879164695739,1.8203377723693848,True
Cipete,2026-08-22,77.8362398562224,Sedang,50.67461371421814,36.15883199068216,7.608902454376221,77.8362398562224,11.738361343741415,29.662776947021484,58.02468490600586,0.0704879164695739,1.8203377723693848,True
Cipete Selatan,2026-08-22,77.8362398562224,Sedang,50.67461371421814,36.15883199068216,7.608902454376221,77.8362398562224,11.738361343741415,29.662776947021484,58.02468490600586,0.0704879164695739,1.8203377723693848,True
Cipete Utara,2026-08-22,77.8362398562224,Sedang,50.67461371421814,36.15883199068216,7.608902454376221,77.8362398562224,11.738361343741415,29.662776947021484,58.02468490600586,0.0704879164695739,1.8203377723693848,True
